codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
45973;INCIDENTE;MANAUS;AM;BRASIL;SBEG;22/06/2012;14:30:00;0
46022;INCIDENTE;MOGI DAS CRUZES;SP;BRASIL;;22/06/2012;20:20:00;0
46026;INCIDENTE GRAVE;BRASÍLIA;DF;BRASIL;SIQE;22/06/2012;12:30:00;1
46106;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;22/06/2012;12:28:00;0
45960;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;23/06/2012;19:01:00;0
46158;INCIDENTE;BELÉM;PA;BRASIL;SBJC;23/06/2012;11:50:00;0
45949;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;24/06/2012;11:40:00;0
45948;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;25/06/2012;15:18:00;0
46197;INCIDENTE;OSÓRIO;RS;BRASIL;SSOS;26/06/2012;17:00:00;0
46029;INCIDENTE;COARI;AM;BRASIL;;28/06/2012;12:00:00;0
46019;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;29/06/2012;01:35:00;0
46038;ACIDENTE;BAURU;SP;BRASIL;SBBU;29/06/2012;17:50:00;0
46036;INCIDENTE;BELÉM;PA;BRASIL;SBJC;30/06/2012;15:51:00;0
46043;INCIDENTE GRAVE;MARICÁ;RJ;BRASIL;SDMC;30/06/2012;14:05:00;0
46045;ACIDENTE;PRATA;MG;BRASIL;;30/06/2012;23:00:00;0
46096;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;30/06/2012;13:52:00;0
46155;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;30/06/2012;15:40:00;0
46024;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;01/07/2012;11:05:00;0
46046;INCIDENTE;MARINGÁ;PR;BRASIL;SBMG;01/07/2012;12:30:00;0
46042;INCIDENTE GRAVE;ARACATU;BA;BRASIL;;02/07/2012;10:45:00;3
46073;INCIDENTE;GUARULHOS;SP;BRASIL;;03/07/2012;02:55:00;0
46110;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;03/07/2012;09:01:00;0
46156;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;03/07/2012;11:55:00;0
46095;ACIDENTE;NOVA UBIRATÃ;MT;BRASIL;;04/07/2012;14:35:00;0
46093;ACIDENTE;ESPINOSA;MG;BRASIL;;06/07/2012;13:50:00;2
46157;INCIDENTE;PORTO ALEGRE;RS;BRASIL;;06/07/2012;13:11:00;0
46161;INCIDENTE;GUARULHOS;SP;BRASIL;;06/07/2012;09:30:00;0
46094;ACIDENTE;ALTO GARÇAS;MT;BRASIL;;07/07/2012;14:30:00;0
46178;ACIDENTE;GENERAL CARNEIRO;MT;BRASIL;;07/07/2012;09:20:00;0
46092;ACIDENTE;BOITUVA;SP;BRASIL;;09/07/2012;17:00:00;7
46105;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;09/07/2012;22:55:00;0
46196;INCIDENTE;OSÓRIO;RS;BRASIL;SSOS;09/07/2012;12:00:00;0
46098;INCIDENTE;BELO HORIZONTE;MG;BRASIL;;10/07/2012;20:25:00;0
46159;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;11/07/2012;19:50:00;0
46305;ACIDENTE;SÃO PAULO;SP;BRASIL;;11/07/2012;13:17:00;2
46152;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;;12/07/2012;20:15:00;1
46154;INCIDENTE GRAVE;UBERABA;MG;BRASIL;SBUR;12/07/2012;19:32:00;0
46160;INCIDENTE;CARAUARI;AM;BRASIL;;13/07/2012;11:40:00;0
46189;INCIDENTE;SÃO PAULO;SP;BRASIL;;13/07/2012;18:50:00;0
46153;ACIDENTE;UAUÁ;BA;BRASIL;;14/07/2012;14:40:00;0
46190;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;15/07/2012;18:37:00;0
46179;ACIDENTE;SANTA FÉ DO SUL;SP;BRASIL;SILT;16/07/2012;12:00:00;0
46191;INCIDENTE;MACAÉ;RJ;BRASIL;SBME;16/07/2012;11:42:00;0
46653;INCIDENTE;CAMPINAS;SP;BRASIL;;17/07/2012;23:14:00;0
46671;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;17/07/2012;12:20:00;0
46192;INCIDENTE;DOURADOS;MS;BRASIL;SSDO;20/07/2012;10:02:00;0
46187;INCIDENTE GRAVE;BARRO DURO;PI;BRASIL;;21/07/2012;11:35:00;4
46170;ACIDENTE;BEBEDOURO;SP;BRASIL;SDBB;22/07/2012;16:00:00;2
46214;INCIDENTE;MACAÉ;RJ;BRASIL;;22/07/2012;19:21:00;0
46181;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;23/07/2012;19:00:00;0
46193;INCIDENTE;UIRAMUTÃ;RR;BRASIL;;23/07/2012;13:20:00;0
46171;ACIDENTE;MARICÁ;RJ;BRASIL;;24/07/2012;19:15:00;0
46172;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;;24/07/2012;19:10:00;1
46194;INCIDENTE;MACAÉ;RJ;BRASIL;;24/07/2012;13:40:00;0
46210;INCIDENTE;MACAÉ;RJ;BRASIL;;25/07/2012;16:20:00;0
46211;INCIDENTE;PARAUAPEBAS;PA;BRASIL;SBCJ;26/07/2012;17:20:00;0
46212;INCIDENTE;CURITIBA;PR;BRASIL;SBCT;26/07/2012;23:10:00;0
46339;ACIDENTE;CARAGUATATUBA;SP;BRASIL;;26/07/2012;12:00:00;0
46173;ACIDENTE;IPIGUÁ;SP;BRASIL;;28/07/2012;16:30:00;0
46198;INCIDENTE;PIRACICABA;SP;BRASIL;SDPW;28/07/2012;16:00:00;0
46202;ACIDENTE;JUIZ DE FORA;MG;BRASIL;;28/07/2012;10:45:00;1
52060;INCIDENTE;NAVIRAÍ;MS;BRASIL;SSNB;28/07/2012;19:00:00;0
46188;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;29/07/2012;14:46:00;0
46195;INCIDENTE;SÃO PAULO;SP;BRASIL;;29/07/2012;15:05:00;0
46215;INCIDENTE;MACAÉ;RJ;BRASIL;;30/07/2012;16:15:00;0
46213;INCIDENTE;CURITIBA;PR;BRASIL;;31/07/2012;12:21:00;0
46201;ACIDENTE;ALTO ALEGRE;RR;BRASIL;;01/08/2012;16:20:00;1
46217;INCIDENTE;BRASÍLIA;DF;BRASIL;;01/08/2012;10:33:00;0
46218;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;01/08/2012;12:49:00;0
46200;ACIDENTE;GOIÂNIA;GO;BRASIL;SBNV;02/08/2012;12:40:00;0
46216;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;03/08/2012;20:00:00;0
46209;INCIDENTE GRAVE;ALTAMIRA;PA;BRASIL;;04/08/2012;10:10:00;2
46522;INCIDENTE;SOROCABA;SP;BRASIL;SDCO;04/08/2012;23:00:00;0
46199;ACIDENTE;TEFÉ;AM;BRASIL;;05/08/2012;15:00:00;3
46219;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;06/08/2012;22:02:00;4
46682;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;06/08/2012;12:15:00;0
46261;ACIDENTE;PORTO SEGURO;BA;BRASIL;SBPS;08/08/2012;18:50:00;1
46280;INCIDENTE GRAVE;SÃO SEPÉ;RS;BRASIL;;08/08/2012;20:00:00;0
46299;INCIDENTE;TATUÍ;SP;BRASIL;SDTF;08/08/2012;15:00:00;0
46300;INCIDENTE;MOSSORÓ;RN;BRASIL;SBMS;08/08/2012;14:30:00;2
46681;INCIDENTE;BELÉM;PA;BRASIL;SBBE;08/08/2012;22:59:00;0
52061;INCIDENTE;MANAUS;AM;BRASIL;SBEG;08/08/2012;10:32:00;0
52062;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;09/08/2012;19:12:00;0
46281;INCIDENTE GRAVE;MANAUS;AM;BRASIL;SWFN;10/08/2012;12:20:00;1
46282;INCIDENTE GRAVE;COARI;AM;BRASIL;SWKO;12/08/2012;12:20:00;0
46298;INCIDENTE;CASCAVEL;PR;BRASIL;SBCA;12/08/2012;18:00:00;0
46347;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;12/08/2012;15:15:00;0
46260;ACIDENTE;TARUMIRIM;MG;BRASIL;;14/08/2012;19:50:00;1
46297;INCIDENTE;CONFINS;MG;BRASIL;;14/08/2012;18:22:00;0
46279;INCIDENTE GRAVE;ITÁPOLIS;SP;BRASIL;SDIO;15/08/2012;20:40:00;0
46672;INCIDENTE;COARI;AM;BRASIL;SBUY;15/08/2012;20:33:00;0
52063;INCIDENTE;CABO FRIO;RJ;BRASIL;SBCB;15/08/2012;15:00:00;0
46253;ACIDENTE;ATIBAIA;SP;BRASIL;SDTB;16/08/2012;14:45:00;0
46259;ACIDENTE;CAMPINAS;SP;BRASIL;SDAM;17/08/2012;15:10:00;0
46263;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBJR;17/08/2012;15:15:00;3
46336;ACIDENTE;ATIBAIA;SP;BRASIL;;17/08/2012;18:10:00;0
46345;INCIDENTE;CAMPINAS;SP;BRASIL;SDAM;17/08/2012;15:05:00;0
46255;ACIDENTE;SANTA BÁRBARA D'OESTE;SP;BRASIL;;18/08/2012;12:40:00;2
52064;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;18/08/2012;22:00:00;0
46258;ACIDENTE;ITAQUAQUECETUBA;SP;BRASIL;;19/08/2012;18:05:00;0
46301;INCIDENTE;TERESINA;PI;BRASIL;SBTE;19/08/2012;09:40:00;0
46346;INCIDENTE;SÃO PAULO;SP;BRASIL;;19/08/2012;18:30:00;0
46256;ACIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;20/08/2012;17:50:00;3
46264;INCIDENTE GRAVE;COROMANDEL;MG;BRASIL;;20/08/2012;17:40:00;0
46302;INCIDENTE;CASCAVEL;PR;BRASIL;SBCA;20/08/2012;16:55:00;0
46344;INCIDENTE;BODOQUENA;MS;BRASIL;;20/08/2012;05:50:00;0
46257;ACIDENTE;JURUÁ;AM;BRASIL;;21/08/2012;18:50:00;0
46348;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;21/08/2012;00:30:00;0
46435;ACIDENTE;PALMEIRA;PR;BRASIL;;21/08/2012;20:15:00;3
46688;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;21/08/2012;23:00:00;0
46846;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;;21/08/2012;22:35:00;0
46436;ACIDENTE;ARAGUAÍNA;TO;BRASIL;;22/08/2012;13:00:00;0
46444;ACIDENTE;PAUINI;AM;BRASIL;SWUI;22/08/2012;18:51:00;3
46349;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;23/08/2012;00:00:00;0
46296;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;25/08/2012;21:10:00;0
46437;ACIDENTE;ÁGUA CLARA;MS;BRASIL;;25/08/2012;11:30:00;2
46350;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;28/08/2012;18:30:00;0
46451;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;SDAM;30/08/2012;19:25:00;1
46310;ACIDENTE;ANGRA DOS REIS;RJ;BRASIL;;31/08/2012;18:40:00;0
46680;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;31/08/2012;12:10:00;0
46686;INCIDENTE;CAMPINA GRANDE;PB;BRASIL;SNKB;01/09/2012;12:10:00;0
46312;INCIDENTE;CONFINS;MG;BRASIL;SBCF;02/09/2012;10:55:00;0
46342;INCIDENTE;UBATUBA;SP;BRASIL;;03/09/2012;16:40:00;0
52065;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;03/09/2012;16:30:00;0
46311;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;SSBN;05/09/2012;11:50:00;0
46520;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;06/09/2012;16:27:00;0
46684;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;06/09/2012;19:45:00;0
46308;ACIDENTE;MIRANDA;MS;BRASIL;;07/09/2012;19:10:00;0
46418;ACIDENTE;GUIRATINGA;MT;BRASIL;;07/09/2012;13:30:00;0
52066;INCIDENTE;PRESIDENTE PRUDENTE;SP;BRASIL;SBDN;08/09/2012;15:50:00;0
46306;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;09/09/2012;12:00:00;0
46309;ACIDENTE;MACAPÁ;AP;BRASIL;;09/09/2012;21:12:00;0
50831;ACIDENTE;ACREÚNA;GO;BRASIL;;09/09/2012;20:00:00;1
46337;ACIDENTE;ALTO PARAÍSO DE GOIÁS;GO;BRASIL;SDXF;12/09/2012;12:00:00;0
46338;ACIDENTE;BALSAS;MA;BRASIL;;12/09/2012;20:50:00;0
46307;ACIDENTE;GUARULHOS;SP;BRASIL;SBGR;13/09/2012;01:30:00;0
46685;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;14/09/2012;20:07:00;0
52067;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;14/09/2012;15:15:00;0
46358;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;15/09/2012;22:44:00;0
46371;INCIDENTE;ITUPEVA;SP;BRASIL;;15/09/2012;17:30:00;0
46340;INCIDENTE GRAVE;UBERLÂNDIA;MG;BRASIL;SBUL;16/09/2012;17:40:00;0
52068;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;16/09/2012;22:03:00;0
46691;INCIDENTE;RIO GRANDE;RS;BRASIL;;17/09/2012;11:00:00;0
46341;INCIDENTE;BACABAL;MA;BRASIL;;18/09/2012;10:24:00;0
46359;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;18/09/2012;17:00:00;0
46362;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;18/09/2012;20:00:00;0
46519;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;18/09/2012;18:32:00;0
46354;ACIDENTE;ITAMARAJU;BA;BRASIL;;19/09/2012;23:00:00;0
46652;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;19/09/2012;23:50:00;0
46689;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;20/09/2012;18:25:00;0
46373;INCIDENTE GRAVE;PARAUAPEBAS;PA;BRASIL;;21/09/2012;11:55:00;1
46655;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;21/09/2012;20:58:00;0
46356;ACIDENTE;TAPIRAMUTÁ;BA;BRASIL;;22/09/2012;15:50:00;3
46377;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;22/09/2012;13:25:00;0
46378;INCIDENTE GRAVE;BARREIRAS;BA;BRASIL;SNDH;22/09/2012;16:40:00;0
46379;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;22/09/2012;09:15:00;0
46523;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;22/09/2012;14:14:00;0
46411;ACIDENTE;BELÉM;PA;BRASIL;SBBE;23/09/2012;18:35:00;1
46452;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;23/09/2012;21:26:00;0
46477;INCIDENTE;CRUZEIRO DO SUL;AC;BRASIL;;23/09/2012;19:40:00;0
46521;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;23/09/2012;13:30:00;0
46368;ACIDENTE;SÃO PAULO;SP;BRASIL;;24/09/2012;11:00:00;0
46412;ACIDENTE;ILHÉUS;BA;BRASIL;SBIL;24/09/2012;01:55:00;0
46413;ACIDENTE;UBERLÂNDIA;MG;BRASIL;SJPT;24/09/2012;17:00:00;0
46417;ACIDENTE;LONDRINA;PR;BRASIL;SSOK;24/09/2012;17:10:00;0
46419;ACIDENTE;CANTÁ;RR;BRASIL;;24/09/2012;08:00:00;0
46450;INCIDENTE GRAVE;NOVO ARIPUANÃ;AM;BRASIL;;24/09/2012;13:30:00;0
46414;ACIDENTE;UBATUBA;SP;BRASIL;;25/09/2012;15:00:00;0
46415;ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SSHS;25/09/2012;14:35:00;2
46453;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;25/09/2012;13:00:00;0
46478;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;25/09/2012;21:55:00;0
46454;INCIDENTE;BOA VISTA;RR;BRASIL;SBBV;26/09/2012;10:00:00;0
46455;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;26/09/2012;13:37:00;0
46456;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;27/09/2012;22:30:00;0
46416;ACIDENTE;SÃO BORJA;RS;BRASIL;SSSB;28/09/2012;21:38:00;0
46446;INCIDENTE GRAVE;CASCAVEL;PR;BRASIL;SBCA;28/09/2012;17:30:00;1
46495;INCIDENTE;CURITIBA;PR;BRASIL;;28/09/2012;15:00:00;0
46515;INCIDENTE;RECIFE;PE;BRASIL;SBRF;28/09/2012;23:15:00;0
46516;INCIDENTE;BRASÍLIA;DF;BRASIL;;29/09/2012;20:50:00;0
46517;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;30/09/2012;23:00:00;0
46473;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBCP;01/10/2012;22:19:00;0
46438;INCIDENTE GRAVE;ARTUR NOGUEIRA;SP;BRASIL;;02/10/2012;11:10:00;0
46434;ACIDENTE;JUQUIÁ;SP;BRASIL;;03/10/2012;11:00:00;3
46439;INCIDENTE GRAVE;PORTO ALEGRE;RS;BRASIL;SSBN;03/10/2012;16:33:00;0
46443;INCIDENTE GRAVE;TEFÉ;AM;BRASIL;SBTF;03/10/2012;12:35:00;1
46518;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;03/10/2012;11:40:00;0
46695;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;03/10/2012;19:40:00;0
46479;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;04/10/2012;22:05:00;0
50693;ACIDENTE;GURINHATÃ;MG;BRASIL;;04/10/2012;18:00:00;0
46474;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;05/10/2012;19:38:00;0
46476;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;05/10/2012;18:00:00;0
46480;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;05/10/2012;17:09:00;0
46445;INCIDENTE GRAVE;CATANDUVA;SP;BRASIL;SDCD;07/10/2012;15:30:00;3
46432;ACIDENTE;SANTA CRUZ DO ARARI;PA;BRASIL;;08/10/2012;13:30:00;3
46475;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;09/10/2012;17:22:00;0
46481;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;09/10/2012;21:27:00;0
46433;INCIDENTE;MARICÁ;RJ;BRASIL;;10/10/2012;20:33:00;0
46449;ACIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;10/10/2012;19:13:00;0
46471;INCIDENTE;CARAUARI;AM;BRASIL;SWCA;10/10/2012;15:30:00;0
46472;INCIDENTE;JOÃO PESSOA;PB;BRASIL;SBJP;10/10/2012;17:59:00;0
46448;INCIDENTE GRAVE;CALDAS NOVAS;GO;BRASIL;;11/10/2012;11:00:00;0
46484;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;11/10/2012;16:45:00;0
46696;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;;11/10/2012;12:50:00;0
46431;ACIDENTE;CAMPINAS;SP;BRASIL;SBKP;13/10/2012;22:55:00;0
46571;ACIDENTE;LONDRINA;PR;BRASIL;;13/10/2012;21:40:00;0
46594;INCIDENTE GRAVE;POÇOS DE CALDAS;MG;BRASIL;SBPC;13/10/2012;21:05:00;0
46485;INCIDENTE;PORTO SEGURO;BA;BRASIL;SBPS;14/10/2012;20:40:00;0
46486;INCIDENTE;TERESINA;PI;BRASIL;SBTE;14/10/2012;00:09:00;0
50712;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;14/10/2012;20:30:00;0
46613;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;15/10/2012;17:42:00;0
46487;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;16/10/2012;20:00:00;0
46650;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;17/10/2012;11:35:00;0
46674;INCIDENTE;RONDONÓPOLIS;MT;BRASIL;SWRD;17/10/2012;20:40:00;0
46581;ACIDENTE;CAMPINA GRANDE DO SUL;PR;BRASIL;;18/10/2012;21:00:00;0
46514;ACIDENTE;CAMPO GRANDE;MS;BRASIL;;20/10/2012;15:00:00;0
46648;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;20/10/2012;11:12:00;0
46649;INCIDENTE;CAMPINAS;SP;BRASIL;;20/10/2012;22:43:00;0
46625;INCIDENTE;PALMAS;TO;BRASIL;SBPJ;21/10/2012;16:40:00;0
46577;INCIDENTE;CAMETÁ;PA;BRASIL;;22/10/2012;18:38:00;0
46513;ACIDENTE;SÃO SEBASTIÃO DA BOA VISTA;PA;BRASIL;;23/10/2012;12:40:00;0
46647;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;23/10/2012;10:01:00;0
46497;ACIDENTE;PORTO ALEGRE;RS;BRASIL;SSBN;24/10/2012;12:05:00;0
46574;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;24/10/2012;22:50:00;0
46498;ACIDENTE;SENTO SÉ;BA;BRASIL;;25/10/2012;13:00:00;1
46512;ACIDENTE;JABOTICABAL;SP;BRASIL;;25/10/2012;15:00:00;0
46675;INCIDENTE;VITÓRIA DA CONQUISTA;BA;BRASIL;SBQV;25/10/2012;11:00:00;0
46676;INCIDENTE;CARLOS CHAGAS;MG;BRASIL;;25/10/2012;17:48:00;0
52069;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;25/10/2012;18:33:00;0
46698;INCIDENTE;CABO FRIO;RJ;BRASIL;SBCB;26/10/2012;15:42:00;0
46499;ACIDENTE;CAMPINA VERDE;MG;BRASIL;;27/10/2012;19:30:00;0
46624;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;27/10/2012;12:00:00;0
46639;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;27/10/2012;22:00:00;0
46677;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;27/10/2012;21:12:00;0
52070;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;27/10/2012;16:15:00;0
46576;INCIDENTE GRAVE;IPATINGA;MG;BRASIL;SBIP;28/10/2012;17:30:00;0
46679;INCIDENTE;SANTANA DO ARAGUAIA;PA;BRASIL;SNKE;28/10/2012;11:30:00;0
46575;INCIDENTE;RECIFE;PE;BRASIL;SBRF;29/10/2012;02:45:00;0
46699;INCIDENTE;MACAÉ;RJ;BRASIL;;29/10/2012;19:10:00;0
46822;INCIDENTE;ROSÁRIO OESTE;MT;BRASIL;;29/10/2012;11:00:00;0
46496;ACIDENTE;SOROCABA;SP;BRASIL;;31/10/2012;16:30:00;0
46562;ACIDENTE;CANARANA;MT;BRASIL;;31/10/2012;10:05:00;0
46582;ACIDENTE;CHAPADA DOS GUIMARÃES;MT;BRASIL;;01/11/2012;19:49:00;1
46597;INCIDENTE;MARABÁ;PA;BRASIL;SBMA;01/11/2012;16:20:00;0
46604;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;01/11/2012;18:00:00;0
46563;ACIDENTE;ARUANÃ;GO;BRASIL;;02/11/2012;12:00:00;1
46572;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;02/11/2012;12:26:00;0
46589;ACIDENTE;RECIFE;PE;BRASIL;SNEM;02/11/2012;14:30:00;0
46564;ACIDENTE;GOIÂNIA;GO;BRASIL;SBNV;03/11/2012;16:50:00;0
46588;ACIDENTE;BALNEÁRIO CAMBORIÚ;SC;BRASIL;;03/11/2012;14:00:00;0
46565;ACIDENTE;COTEGIPE;BA;BRASIL;;04/11/2012;20:00:00;0
46683;INCIDENTE;VITÓRIA DA CONQUISTA;BA;BRASIL;SBQV;04/11/2012;14:06:00;0
46566;ACIDENTE;LUZIÂNIA;GO;BRASIL;SWUZ;05/11/2012;11:55:00;0
46573;INCIDENTE GRAVE;SANTO ÂNGELO;RS;BRASIL;SBNM;05/11/2012;20:40:00;0
46673;INCIDENTE;MACEIÓ;AL;BRASIL;SBMO;05/11/2012;14:48:00;0
46583;ACIDENTE;ALMIRANTE TAMANDARÉ;PR;BRASIL;;06/11/2012;21:30:00;9
46567;ACIDENTE;ALFENAS;MG;BRASIL;;07/11/2012;16:15:00;0
46592;ACIDENTE;QUERÊNCIA;MT;BRASIL;SNGV;07/11/2012;18:00:00;0
46568;ACIDENTE;ALEGRETE;RS;BRASIL;;08/11/2012;11:00:00;0
46569;ACIDENTE;ALTÔNIA;PR;BRASIL;;08/11/2012;19:00:00;0
46584;ACIDENTE;ARAPUTANGA;MT;BRASIL;SWYH;08/11/2012;12:10:00;0
46694;INCIDENTE;MONTES CLAROS;MG;BRASIL;;09/11/2012;13:15:00;0
46713;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;09/11/2012;11:48:00;0
46570;ACIDENTE;SÃO PAULO;SP;BRASIL;SBSP;11/11/2012;19:21:00;2
52071;INCIDENTE;MACAÉ;RJ;BRASIL;;11/11/2012;18:00:00;0
46651;INCIDENTE;CURITIBA;PR;BRASIL;;12/11/2012;18:50:00;0
46585;ACIDENTE;BAGÉ;RS;BRASIL;SIBK;13/11/2012;18:30:00;1
46598;INCIDENTE;PELOTAS;RS;BRASIL;SBPK;13/11/2012;12:00:00;0
46633;ACIDENTE;ABADIA DE GOIÁS;GO;BRASIL;;15/11/2012;12:40:00;0
46586;ACIDENTE;URUAÇU;GO;BRASIL;;16/11/2012;11:50:00;0
46605;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;17/11/2012;11:30:00;0
46614;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;18/11/2012;22:41:00;0
46587;ACIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;19/11/2012;15:45:00;0
46599;INCIDENTE;AGUDOS;SP;BRASIL;;19/11/2012;16:57:00;0
46606;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;19/11/2012;18:05:00;0
46687;INCIDENTE;PELOTAS;RS;BRASIL;SBPK;19/11/2012;11:55:00;0
46692;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;;19/11/2012;18:42:00;0
46600;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;20/11/2012;15:40:00;0
46616;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;20/11/2012;10:34:00;0
46591;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;;21/11/2012;11:47:00;0
46618;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;21/11/2012;18:31:00;0
46629;INCIDENTE;ALIANÇA DO TOCANTINS;TO;BRASIL;;21/11/2012;12:00:00;0
46693;INCIDENTE;RIO LARGO;AL;BRASIL;;21/11/2012;13:10:00;0
46590;ACIDENTE;MARICÁ;RJ;BRASIL;SDMC;22/11/2012;11:45:00;0
46615;INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;22/11/2012;09:50:00;0
46593;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;23/11/2012;21:00:00;0
46602;INCIDENTE;PINHEIRO;MA;BRASIL;SNYE;23/11/2012;20:55:00;0
