codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
66078;ACIDENTE;SÃO LOURENÇO DA SERRA;SP;BRASIL;;04/12/2016;18:30:00;2
66430;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;04/12/2016;11:54:00;0
66084;ACIDENTE;CRUZ MACHADO;PR;BRASIL;;05/12/2016;14:15:00;0
66086;ACIDENTE;MANAUS;AM;BRASIL;;07/12/2016;11:50:00;2
66088;INCIDENTE;SOROCABA;SP;BRASIL;SDCO;07/12/2016;15:43:00;0
66089;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;07/12/2016;20:45:00;0
66090;INCIDENTE GRAVE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;07/12/2016;19:10:00;1
66121;INCIDENTE;GOIÂNIA;GO;BRASIL;SBNV;07/12/2016;10:30:00;0
66127;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;SBNV;08/12/2016;12:30:00;0
66210;INCIDENTE GRAVE;TAPES;RS;BRASIL;;08/12/2016;10:30:00;0
66093;ACIDENTE;ITAITUBA;PA;BRASIL;SNYR;09/12/2016;18:30:00;1
66094;INCIDENTE GRAVE;ERECHIM;RS;BRASIL;;10/12/2016;14:30:00;1
66100;ACIDENTE;NOVO HORIZONTE;SP;BRASIL;SDNH;10/12/2016;22:20:00;0
66109;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;12/12/2016;09:34:00;0
66128;ACIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;;13/12/2016;19:30:00;0
66145;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;SBCP;14/12/2016;16:05:00;0
66129;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;15/12/2016;13:30:00;0
66131;ACIDENTE;SANTA VITÓRIA DO PALMAR;RS;BRASIL;;15/12/2016;18:40:00;3
66140;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;15/12/2016;13:05:00;0
66160;ACIDENTE;SANTA HELENA DE GOIÁS;GO;BRASIL;;15/12/2016;21:07:00;1
66273;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;15/12/2016;14:20:00;0
66155;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;19/12/2016;09:48:00;0
66156;ACIDENTE;TABATINGA;AM;BRASIL;;23/12/2016;17:30:00;2
66158;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;23/12/2016;14:57:00;0
66159;ACIDENTE;NOVO HORIZONTE;SP;BRASIL;;23/12/2016;10:00:00;0
66197;INCIDENTE;PETROLINA;PE;BRASIL;SBPL;26/12/2016;09:15:00;0
66192;ACIDENTE;MARAÚ;BA;BRASIL;SIRI;27/12/2016;19:00:00;1
66221;ACIDENTE;GUARAPARI;ES;BRASIL;SNGA;28/12/2016;19:00:00;1
66695;INCIDENTE;LUZIÂNIA;GO;BRASIL;SWUZ;28/12/2016;17:00:00;0
66759;INCIDENTE;BARRO ALTO;GO;BRASIL;;30/12/2016;20:30:00;0
66198;ACIDENTE;CORINTO;MG;BRASIL;;31/12/2016;17:00:00;0
66204;ACIDENTE;URUGUAIANA;RS;BRASIL;;31/12/2016;20:00:00;1
66199;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;03/01/2017;12:30:00;0
66203;ACIDENTE;PALMARES DO SUL;RS;BRASIL;;03/01/2017;13:00:00;1
66223;ACIDENTE;MONTIVIDIU;GO;BRASIL;;04/01/2017;14:00:00;1
66215;ACIDENTE;GUARAPUAVA;PR;BRASIL;;05/01/2017;12:30:00;1
66222;INCIDENTE GRAVE;TAPES;RS;BRASIL;;05/01/2017;19:40:00;0
66244;ACIDENTE;TANGARÁ DA SERRA;MT;BRASIL;SDVI;05/01/2017;14:20:00;0
66247;ACIDENTE;URUGUAIANA;RS;BRASIL;;06/01/2017;12:30:00;1
66216;INCIDENTE GRAVE;RIO BRILHANTE;MS;BRASIL;;07/01/2017;12:30:00;1
66250;INCIDENTE;CURITIBA;PR;BRASIL;SBCT;10/01/2017;18:16:00;0
66253;ACIDENTE;RIO GRANDE;RS;BRASIL;;11/01/2017;10:50:00;1
66261;INCIDENTE;SÃO LOURENÇO;MG;BRASIL;SNLO;12/01/2017;12:50:00;0
66265;ACIDENTE;BURITAMA;SP;BRASIL;;13/01/2017;16:00:00;0
66271;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;13/01/2017;14:45:00;0
66262;ACIDENTE;SANTANA DO ARAGUAIA;PA;BRASIL;;14/01/2017;13:00:00;0
66270;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;14/01/2017;15:06:00;0
66274;ACIDENTE;QUERÊNCIA DO NORTE;PR;BRASIL;;14/01/2017;19:00:00;0
66272;ACIDENTE;MOGI MIRIM;SP;BRASIL;SDMJ;15/01/2017;11:00:00;0
66263;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;16/01/2017;12:30:00;0
66282;ACIDENTE;MONTE DO CARMO;TO;BRASIL;;17/01/2017;10:00:00;0
66278;ACIDENTE;CAMOCIM;CE;BRASIL;;18/01/2017;09:45:00;0
66281;INCIDENTE;ARACAJU;SE;BRASIL;SBAR;18/01/2017;11:43:00;0
66301;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;18/01/2017;15:47:00;0
66287;INCIDENTE;ITUPEVA;SP;BRASIL;SBJD;19/01/2017;15:20:00;0
66309;ACIDENTE;PARATY;RJ;BRASIL;SDTK;19/01/2017;15:30:00;2
66290;ACIDENTE;NOVO PROGRESSO;PA;BRASIL;;20/01/2017;16:24:00;0
66298;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;20/01/2017;10:04:00;0
66300;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;22/01/2017;01:30:00;0
66310;ACIDENTE;CAPITÓLIO;MG;BRASIL;;22/01/2017;18:00:00;0
66349;ACIDENTE;CAÇU;GO;BRASIL;;24/01/2017;19:45:00;1
66329;INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;26/01/2017;13:00:00;0
66321;INCIDENTE;MACAÉ;RJ;BRASIL;SBME;28/01/2017;14:19:00;0
66323;INCIDENTE GRAVE;SALVADOR;BA;BRASIL;SBSV;28/01/2017;13:58:00;0
66324;ACIDENTE;SOCORRO;SP;BRASIL;;28/01/2017;12:50:00;0
66325;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;30/01/2017;17:15:00;0
66332;ACIDENTE;GUAÍBA;RS;BRASIL;;01/02/2017;11:50:00;2
66333;ACIDENTE;SERTANÓPOLIS;PR;BRASIL;SSSZ;03/02/2017;07:20:00;0
66368;INCIDENTE;BELÉM;PA;BRASIL;SBJC;03/02/2017;15:12:00;0
66385;INCIDENTE;CURITIBA;PR;BRASIL;SBCT;03/02/2017;14:13:00;0
66335;ACIDENTE;SÃO SEPÉ;RS;BRASIL;;04/02/2017;11:20:00;1
66350;INCIDENTE GRAVE;REDENÇÃO;PA;BRASIL;SNDC;04/02/2017;09:30:00;2
66352;ACIDENTE;RESTINGA SECA;RS;BRASIL;;04/02/2017;20:30:00;1
66362;ACIDENTE;SÃO DESIDÉRIO;BA;BRASIL;;04/02/2017;13:30:00;0
66409;INCIDENTE;BARRA VELHA;SC;BRASIL;;04/02/2017;11:41:00;0
66378;ACIDENTE;ITAITUBA;PA;BRASIL;SNMD;05/02/2017;00:00:00;0
66334;ACIDENTE;IPUÃ;SP;BRASIL;;06/02/2017;09:00:00;1
66382;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;07/02/2017;11:30:00;0
66394;ACIDENTE;CARAVELAS;BA;BRASIL;SJNQ;08/02/2017;12:50:00;1
66395;INCIDENTE GRAVE;GUARULHOS;SP;BRASIL;SBBR;09/02/2017;00:11:00;0
66397;ACIDENTE;SANTARÉM;PA;BRASIL;;09/02/2017;19:40:00;0
66405;INCIDENTE;SÃO PAULO;SP;BRASIL;SDIH;10/02/2017;13:39:00;0
66406;ACIDENTE;BOTUCATU;SP;BRASIL;;11/02/2017;20:00:00;0
66437;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;11/02/2017;16:00:00;0
66414;INCIDENTE;COLATINA;ES;BRASIL;SNCX;13/02/2017;12:30:00;0
66412;INCIDENTE;NORTELÂNDIA;MT;BRASIL;SWRZ;15/02/2017;12:32:00;0
66434;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;15/02/2017;20:00:00;0
66431;ACIDENTE;SÃO FÉLIX DO XINGU;PA;BRASIL;;16/02/2017;15:00:00;3
66417;ACIDENTE;BOCA DO ACRE;AM;BRASIL;;17/02/2017;13:35:00;0
66427;INCIDENTE;LAPA;PR;BRASIL;;18/02/2017;10:30:00;0
66446;ACIDENTE;POXORÉO;MT;BRASIL;;18/02/2017;16:00:00;0
66440;INCIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;20/02/2017;21:40:00;0
66432;INCIDENTE GRAVE;VITÓRIA;ES;BRASIL;;21/02/2017;11:47:00;12
66443;INCIDENTE;MACAÉ;RJ;BRASIL;;22/02/2017;11:20:00;0
66444;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBSP;22/02/2017;21:48:00;1
66445;INCIDENTE;ARARAQUARA;SP;BRASIL;SBAQ;22/02/2017;10:30:00;0
66449;ACIDENTE;NOVO HAMBURGO;RS;BRASIL;SSNH;22/02/2017;19:20:00;0
66450;INCIDENTE GRAVE;FLORIANÓPOLIS;SC;BRASIL;SBFL;22/02/2017;21:50:00;3
66549;ACIDENTE;PEDRO OSÓRIO;RS;BRASIL;;22/02/2017;12:30:00;0
66451;ACIDENTE;GARUVA;SC;BRASIL;;23/02/2017;10:30:00;0
66454;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;23/02/2017;10:17:00;0
66455;INCIDENTE;MACEIÓ;AL;BRASIL;SBMO;27/02/2017;01:56:00;0
66500;INCIDENTE;SINOP;MT;BRASIL;SWSI;27/02/2017;19:10:00;0
66457;ACIDENTE;CAMPOS DOS GOYTACAZES;RJ;BRASIL;9PFC;01/03/2017;17:08:00;0
66514;INCIDENTE GRAVE;CUIABÁ;MT;BRASIL;SBCY;02/03/2017;16:09:00;0
66477;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;03/03/2017;00:03:00;0
66489;ACIDENTE;PEDRO OSÓRIO;RS;BRASIL;;06/03/2017;15:05:00;0
66508;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;06/03/2017;01:03:00;0
66503;ACIDENTE;VILA PROPÍCIO;GO;BRASIL;;07/03/2017;13:09:00;3
66509;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;10/03/2017;20:00:00;0
66510;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;11/03/2017;10:25:00;0
66521;INCIDENTE;CUIABÁ;MT;BRASIL;SBCY;11/03/2017;14:28:35;0
66512;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;12/03/2017;13:00:00;0
66522;ACIDENTE;ALEGRETE;RS;BRASIL;SSLT;13/03/2017;13:20:00;0
66536;INCIDENTE;PARAUAPEBAS;PA;BRASIL;SBCJ;13/03/2017;12:20:00;0
66607;ACIDENTE;PORTO ALEGRE DO NORTE;MT;BRASIL;SWPQ;13/03/2017;17:30:00;0
66516;INCIDENTE;CAARAPÓ;MS;BRASIL;SIQH;14/03/2017;19:00:00;0
66524;INCIDENTE;ALTAMIRA;PA;BRASIL;SBHT;15/03/2017;18:42:00;0
66555;ACIDENTE;BENTO GONÇALVES;RS;BRASIL;SSBG;15/03/2017;19:36:00;2
66525;INCIDENTE GRAVE;CUIABÁ;MT;BRASIL;SBCY;16/03/2017;21:42:00;0
66527;INCIDENTE GRAVE;CARAUARI;AM;BRASIL;SWCA;17/03/2017;13:25:00;0
66529;ACIDENTE;ARAUCÁRIA;PR;BRASIL;SSSE;17/03/2017;18:07:00;0
66531;ACIDENTE;PORTO ALEGRE;RS;BRASIL;SSBN;18/03/2017;13:00:00;0
66539;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;18/03/2017;04:17:00;0
66541;INCIDENTE GRAVE;RIO GRANDE;RS;BRASIL;;18/03/2017;14:00:00;0
66532;INCIDENTE;SANTA MARIA;RS;BRASIL;SBSM;19/03/2017;15:15:00;0
66550;ACIDENTE;COARI;AM;BRASIL;SBUY;20/03/2017;01:25:00;0
66544;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;21/03/2017;16:48:00;1
66551;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;21/03/2017;15:36:00;0
66543;INCIDENTE GRAVE;GUARULHOS;SP;BRASIL;SBGR;22/03/2017;01:35:00;3
66552;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;22/03/2017;14:54:00;0
66556;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;SBNV;24/03/2017;15:00:00;0
66557;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;;24/03/2017;11:40:00;0
66559;ACIDENTE;ATIBAIA;SP;BRASIL;SDTB;24/03/2017;13:15:00;1
66566;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;24/03/2017;12:45:00;0
66570;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;24/03/2017;13:20:00;0
66562;INCIDENTE GRAVE;CAMPO VERDE;MT;BRASIL;SDLZ;25/03/2017;12:30:00;0
66578;INCIDENTE;RECIFE;PE;BRASIL;SBRF;30/03/2017;21:40:00;0
66582;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;30/03/2017;01:18:00;0
66579;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;31/03/2017;09:58:00;0
66585;ACIDENTE;SOROCABA;SP;BRASIL;;31/03/2017;17:45:00;1
66592;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;31/03/2017;15:16:00;0
66595;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;31/03/2017;19:15:00;0
66609;ACIDENTE;ARAGARÇAS;GO;BRASIL;SJVO;01/04/2017;21:40:00;0
66594;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;04/04/2017;22:27:00;0
66597;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;05/04/2017;15:00:00;0
66608;INCIDENTE;POUSO ALEGRE;MG;BRASIL;SNZA;05/04/2017;19:52:00;0
66623;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;06/04/2017;18:24:00;0
66613;ACIDENTE;RIBEIRO GONÇALVES;PI;BRASIL;;08/04/2017;20:30:00;0
66616;ACIDENTE;POÇOS DE CALDAS;MG;BRASIL;SBPC;10/04/2017;11:15:00;2
66624;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;11/04/2017;15:32:00;0
66645;ACIDENTE;PEDRA PRETA;MT;BRASIL;;11/04/2017;10:30:00;0
66640;ACIDENTE;SANTANA DO LIVRAMENTO;RS;BRASIL;SIXD;12/04/2017;15:30:00;0
66646;ACIDENTE;NITERÓI;RJ;BRASIL;;12/04/2017;21:25:00;2
66639;ACIDENTE;BANDEIRANTES;PR;BRASIL;SSBR;13/04/2017;13:00:00;0
66655;ACIDENTE;ITAPORÃ;MS;BRASIL;;13/04/2017;18:00:00;3
66654;ACIDENTE;CASSILÂNDIA;MS;BRASIL;SSCL;14/04/2017;20:45:00;0
66650;ACIDENTE;CABO FRIO;RJ;BRASIL;9PFX;15/04/2017;19:40:00;0
66916;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;17/04/2017;04:16:00;0
66662;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;20/04/2017;19:37:00;0
66667;ACIDENTE;ITAITUBA;PA;BRASIL;;21/04/2017;18:00:00;0
66674;ACIDENTE;SÃO JOSÉ DO RIO PARDO;SP;BRASIL;;21/04/2017;15:00:00;0
66670;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;22/04/2017;16:38:00;0
66660;ACIDENTE;TANGARÁ DA SERRA;MT;BRASIL;SWIN;23/04/2017;09:45:00;0
66665;ACIDENTE;CACHOEIRA DO SUL;RS;BRASIL;;23/04/2017;00:00:00;0
66669;ACIDENTE;SÃO JOSÉ;SC;BRASIL;SSKT;23/04/2017;15:05:00;0
66675;ACIDENTE;MARILUZ;PR;BRASIL;;23/04/2017;10:15:00;0
66723;INCIDENTE;SÃO PAULO;SP;BRASIL;;25/04/2017;15:30:00;0
66711;INCIDENTE;PORTO ALEGRE;RS;BRASIL;;26/04/2017;03:17:00;0
66679;INCIDENTE;BRASÍLIA;DF;BRASIL;;27/04/2017;12:30:00;0
66721;INCIDENTE;PORTO ALEGRE;RS;BRASIL;;27/04/2017;20:37:00;0
66682;INCIDENTE;SÃO PAULO;SP;BRASIL;;28/04/2017;10:00:00;0
66685;ACIDENTE;ITAPIRA;SP;BRASIL;;28/04/2017;19:30:00;0
66697;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;28/04/2017;14:00:00;0
66684;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;29/04/2017;22:45:00;0
66700;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;01/05/2017;11:52:00;0
66696;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;02/05/2017;17:40:00;0
66703;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;04/05/2017;23:05:00;0
66708;INCIDENTE GRAVE;ITAPEVA;SP;BRASIL;;04/05/2017;12:00:00;0
66725;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;04/05/2017;17:33:00;0
66730;INCIDENTE;PASSO FUNDO;RS;BRASIL;SBPF;05/05/2017;15:57:00;0
66731;INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;;05/05/2017;17:20:00;3
66757;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;06/05/2017;15:40:00;0
66771;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;06/05/2017;15:17:00;0
66707;INCIDENTE;RECIFE;PE;BRASIL;SBRF;08/05/2017;08:35:00;0
66717;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;08/05/2017;10:12:00;0
66810;ACIDENTE;NOVA MARINGÁ;MT;BRASIL;SNNL;08/05/2017;18:30:00;0
66729;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;09/05/2017;11:02:00;0
66735;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;09/05/2017;15:10:00;0
66741;INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;09/05/2017;18:38:00;0
66742;ACIDENTE;PARANAVAÍ;PR;BRASIL;SSPI;09/05/2017;20:35:00;0
66739;ACIDENTE;NOVA IGUAÇU;RJ;BRASIL;;10/05/2017;20:35:00;0
66740;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;10/05/2017;09:30:00;0
66743;ACIDENTE;GOIANÉSIA DO PARÁ;PA;BRASIL;;10/05/2017;17:00:00;0
66745;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;11/05/2017;14:35:00;0
66746;INCIDENTE GRAVE;UBERLÂNDIA;MG;BRASIL;SBUL;11/05/2017;17:00:00;0
66777;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;11/05/2017;17:56:00;0
66760;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;12/05/2017;20:46:00;0
66934;INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;13/05/2017;04:47:00;0
66758;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;15/05/2017;18:36:00;0
78817;INCIDENTE GRAVE;GRAJAÚ;MA;BRASIL;SJAH;15/05/2017;15:50:00;0
66762;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;18/05/2017;17:34:00;0
66766;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;18/05/2017;22:56:00;0
66769;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;20/05/2017;19:35:00;0
66770;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;20/05/2017;15:57:00;0
66773;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;20/05/2017;18:30:00;0
66779;ACIDENTE;PARAUAPEBAS;PA;BRASIL;;21/05/2017;21:00:00;0
66786;ACIDENTE;UIRAMUTÃ;RR;BRASIL;;21/05/2017;20:30:00;0
66780;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;23/05/2017;20:10:00;0
66787;INCIDENTE GRAVE;PORTO VELHO;RO;BRASIL;SBPV;23/05/2017;19:30:00;0
66792;INCIDENTE;MANAUS;AM;BRASIL;SWFN;24/05/2017;20:49:00;0
66874;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;24/05/2017;16:40:00;0
66788;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;25/05/2017;19:30:00;0
66791;INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;25/05/2017;23:25:00;0
66809;INCIDENTE;ITANHAÉM;SP;BRASIL;SDIM;27/05/2017;13:20:00;0
66800;ACIDENTE;COXIM;MS;BRASIL;;28/05/2017;15:40:00;0
66801;ACIDENTE;MUNDO NOVO;MS;BRASIL;;28/05/2017;19:00:00;0
66807;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;31/05/2017;15:09:00;0
66816;ACIDENTE;BOCA DO ACRE;AM;BRASIL;;02/06/2017;20:30:00;0
66824;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;02/06/2017;01:58:00;0
66826;INCIDENTE GRAVE;OURO;SC;BRASIL;;02/06/2017;18:30:00;0
66838;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;;02/06/2017;15:11:00;0
67010;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;03/06/2017;16:33:00;0
66839;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;05/06/2017;15:45:00;0
66842;INCIDENTE;BRASÍLIA;DF;BRASIL;;05/06/2017;18:30:00;0
66844;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;06/06/2017;20:17:00;0
78824;INCIDENTE;CURVELO;MG;BRASIL;;06/06/2017;17:20:00;0
66843;ACIDENTE;PARAUAPEBAS;PA;BRASIL;SBCJ;07/06/2017;22:40:00;0
66846;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;07/06/2017;12:40:00;0
78826;INCIDENTE;PRESIDENTE PRUDENTE;SP;BRASIL;SBDN;07/06/2017;17:38:00;0
66854;INCIDENTE;MACEIÓ;AL;BRASIL;SBMO;08/06/2017;14:18:00;0
66860;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;09/06/2017;00:13:00;0
66872;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBPR;09/06/2017;14:12:00;0
66873;INCIDENTE;PALMAS;TO;BRASIL;SBPJ;10/06/2017;13:34:00;0
66879;INCIDENTE;ALTA FLORESTA;MT;BRASIL;SBAT;10/06/2017;20:05:00;0
66866;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;11/06/2017;04:15:00;0
66878;INCIDENTE;CAXIAS DO SUL;RS;BRASIL;SBCX;11/06/2017;13:30:00;0
66903;INCIDENTE;PALMAS;TO;BRASIL;;13/06/2017;09:29:00;0
66880;ACIDENTE;CARACARAÍ;RR;BRASIL;SJLU;14/06/2017;18:00:00;0
66891;ACIDENTE;CARACARAÍ;RR;BRASIL;SJLU;14/06/2017;20:20:00;0
66881;INCIDENTE;BELÉM;PA;BRASIL;SBBE;15/06/2017;17:00:00;0
66895;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;15/06/2017;18:17:00;0
66907;INCIDENTE GRAVE;CANARANA;MT;BRASIL;;19/06/2017;14:25:00;0
66911;ACIDENTE;BONFIM;RR;BRASIL;SSJL;21/06/2017;21:00:00;0
66922;INCIDENTE;CAMBÉ;PR;BRASIL;;24/06/2017;20:00:00;0
66924;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;25/06/2017;19:12:00;0
66925;ACIDENTE;JUSSARA;GO;BRASIL;;25/06/2017;13:00:00;0
67009;INCIDENTE;CURITIBA;PR;BRASIL;SBCT;26/06/2017;14:08:00;0
66937;INCIDENTE;BAURU;SP;BRASIL;SBBU;28/06/2017;11:35:00;0
66957;INCIDENTE;SÃO VICENTE;SP;BRASIL;;30/06/2017;11:30:00;0
66991;INCIDENTE;LUZIÂNIA;GO;BRASIL;SWUZ;01/07/2017;20:30:00;0
66953;ACIDENTE;CANTÁ;RR;BRASIL;SWPD;03/07/2017;15:00:00;0
66952;INCIDENTE;BELÉM;PA;BRASIL;SBBE;04/07/2017;15:25:00;0
66962;ACIDENTE;UBATUBA;SP;BRASIL;SDUB;04/07/2017;20:20:00;0
66971;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;;05/07/2017;14:20:00;0
66988;INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;07/07/2017;19:05:00;0
66979;ACIDENTE;CAMPO NOVO DO PARECIS;MT;BRASIL;;08/07/2017;15:00:00;0
66970;INCIDENTE;COROATÁ;MA;BRASIL;;09/07/2017;11:00:00;0
66972;ACIDENTE;CAMPO MOURÃO;PR;BRASIL;SSKM;09/07/2017;16:15:00;0
66973;INCIDENTE;SÃO PAULO;SP;BRASIL;SBGR;09/07/2017;23:30:00;0
66974;INCIDENTE;TEFÉ;AM;BRASIL;SBTF;09/07/2017;13:45:00;0
66989;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;09/07/2017;17:11:00;0
78823;INCIDENTE;CORUMBÁ;MS;BRASIL;;09/07/2017;NULL;0
66977;INCIDENTE GRAVE;LAGES;SC;BRASIL;SBLJ;10/07/2017;17:55:00;1
66980;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;11/07/2017;03:10:00;0
66987;ACIDENTE;BARRETOS;SP;BRASIL;;11/07/2017;20:10:00;0
67003;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;13/07/2017;21:15:00;0
67005;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;15/07/2017;15:20:00;0
67047;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;16/07/2017;03:09:00;0
67008;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;17/07/2017;14:30:00;0
67011;ACIDENTE;PONTA GROSSA;PR;BRASIL;SBPG;17/07/2017;11:00:00;0
67022;INCIDENTE;CABO FRIO;RJ;BRASIL;;17/07/2017;18:00:00;0
67028;INCIDENTE;CONFINS;MG;BRASIL;SBCF;17/07/2017;19:00:00;0
67034;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;19/07/2017;13:57:00;0
67142;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBGL;19/07/2017;11:55:00;0
67058;ACIDENTE;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;;20/07/2017;11:09:00;0
67038;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;;21/07/2017;13:00:00;0
67040;ACIDENTE;FRANCISCO BELTRÃO;PR;BRASIL;SSFB;21/07/2017;15:40:00;2
67054;ACIDENTE;PARÁ DE MINAS;MG;BRASIL;SNPA;24/07/2017;19:00:00;0
67055;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;24/07/2017;17:00:00;0
67139;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;24/07/2017;10:00:00;0
67048;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;25/07/2017;08:43:00;0
